Timestamp,1- ¿Como describiria el nivel tecnologico con el que opera en su lugar de trabajo?,2- ¿Cuanto tiempo estima que usted o su equipo pierden a la semana realizando tareas repetitivas o que puedan ser automatizada?,"3 - ¿Como se almacena actualmente la información importante en su lugar de trabajo (inventario, datos de cliente, ventas diarias)?","4 - ¿Cree que su negocio está perdiendo dinero, clientes o oportunidades de crecimiento debido a falta de organización o lentitud en procesos?",5- ¿Que tan dispuesto estaria a implementar un sistema o programa a la medida que automatice el trabajo pesado para su negocio?,6- ¿Cual considera que son sus principales frenos para automatizar o modernizar los procesos de su empresa?,"7- ¿Estaría dispuesto a contar con un equipo tecnológico externo que conozca su negocio y se encargue continuamente del soporte, mantenimiento y mejora de sus sistemas?","8- ¿Qué tan dispuesto(a) estaría a aprender y utilizar nuevas tecnologías que puedan ayudarle a ahorrar tiempo, reducir costos y mejorar la gestión de su negocio?",9- ¿Qué sería lo más importante para usted al momento de decidir implementar una nueva herramienta tecnológica en su negocio?,"10- Si pudiera mejorar o automatizar un solo proceso de su negocio hoy, ¿cuál elegiría y qué problema le está causando actualmente?",score_madurez_1_4,horas_estimadas_semana,score_dolor_1_5,score_disposicion_1_4,score_equipo_externo_1_4,score_aprendizaje_1_4,indice_oportunidad_0_100,nivel_oportunidad,segmento_comercial
2026/08/14 1:00:15 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",5,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Precio accesible;Aumente mis ingresos,Mejoraría el control de caja porque dificulta dar seguimiento para controlar mejor los costos.,1,7.5,5,3,4,4,87.78,Muy alta,Listo para vender
2026/08/14 1:00:15 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",5,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Aumente mis ingresos,Mejoraría el archivo de documentos porque produce retrasos para evitar tareas repetidas.,1,7.5,5,3,4,4,87.78,Muy alta,Listo para vender
2026/08/14 1:00:15 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",5,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Precio accesible,Mejoraría las órdenes de trabajo porque produce retrasos para tener información centralizada.,1,7.5,5,3,4,4,87.78,Muy alta,Listo para vender
2026/08/14 1:00:15 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",4,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los contratos porque no deja ver el estado real para evitar tareas repetidas.,1,7.5,4,3,4,4,83.61,Muy alta,Listo para vender
2026/08/14 1:00:15 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",3,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría el control de caja porque produce retrasos para ordenar el trabajo.,1,7.5,3,3,4,4,79.44,Muy alta,Educar y nutrir
2026/08/14 1:00:16 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",3,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los pedidos porque no deja ver el estado real para responder más rápido.,1,7.5,3,3,4,4,79.44,Muy alta,Educar y nutrir
2026/08/14 1:00:17 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",5,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio,Mejoraría el archivo de documentos porque retrasa las decisiones para ahorrar tiempo.,1,7.5,5,3,4,4,87.78,Muy alta,Listo para vender
2026/08/14 1:00:17 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",4,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Aumente mis ingresos,Mejoraría los pedidos porque produce retrasos para responder más rápido.,1,7.5,4,3,4,4,83.61,Muy alta,Listo para vender
2026/08/14 1:00:17 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",3,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio;Facilidad de uso,Mejoraría los contratos porque no tiene alertas para mejorar el servicio.,1,7.5,3,3,4,4,79.44,Muy alta,Educar y nutrir
2026/08/14 1:00:18 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",4,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos,Mejoraría los pedidos porque causa olvidos para ahorrar tiempo.,1,7.5,4,3,4,4,83.61,Muy alta,Listo para vender
2026/08/14 1:00:18 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",3,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Precio accesible,Mejoraría los reportes porque se maneja de forma dispersa para ahorrar tiempo.,1,7.5,3,3,4,4,79.44,Muy alta,Educar y nutrir
2026/08/14 1:00:18 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",5,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio;Aumente mis ingresos;Facilidad de uso,Mejoraría las órdenes de trabajo porque genera duplicados para ordenar el trabajo.,1,7.5,5,3,4,4,87.78,Muy alta,Listo para vender
2026/08/14 1:00:19 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",3,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio;Precio accesible;Facilidad de uso,Mejoraría el seguimiento de clientes porque provoca errores para evitar tareas repetidas.,1,7.5,3,3,4,4,79.44,Muy alta,Educar y nutrir
2026/08/14 1:00:19 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",4,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Aumente mis ingresos;Facilidad de uso,Mejoraría las entregas porque produce retrasos para evitar tareas repetidas.,1,7.5,4,3,4,4,83.61,Muy alta,Listo para vender
2026/08/14 1:00:20 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",5,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría las tareas recurrentes porque limita el crecimiento para ahorrar tiempo.,1,7.5,5,3,4,4,87.78,Muy alta,Listo para vender
2026/08/14 1:00:21 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",5,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Precio accesible;Aumente mis ingresos,Mejoraría las órdenes de trabajo porque complica la coordinación para tener información centralizada.,1,7.5,5,3,4,4,87.78,Muy alta,Listo para vender
2026/08/14 1:00:21 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",4,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Aumente mis ingresos,Mejoraría las solicitudes internas porque quita tiempo al equipo para ordenar el trabajo.,1,7.5,4,3,4,4,83.61,Muy alta,Listo para vender
2026/08/14 1:00:22 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",4,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Aumente mis ingresos;Facilidad de uso,Mejoraría los indicadores porque provoca errores para ahorrar tiempo.,1,7.5,4,3,4,4,83.61,Muy alta,Listo para vender
2026/08/14 1:00:22 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",3,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría el seguimiento de clientes porque impide medir resultados para responder más rápido.,1,7.5,3,3,4,4,79.44,Muy alta,Educar y nutrir
2026/08/14 1:00:23 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",4,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Facilidad de uso,Mejoraría la agenda de citas porque no tiene alertas para tomar decisiones con datos.,1,7.5,4,3,4,4,83.61,Muy alta,Listo para vender
2026/08/14 1:00:23 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",4,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría la comunicación con clientes porque complica la coordinación para ordenar el trabajo.,1,7.5,4,3,4,4,83.61,Muy alta,Listo para vender
2026/08/14 1:00:23 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",5,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio;Aumente mis ingresos;Facilidad de uso,Mejoraría el control de caja porque se pierde información para tener información centralizada.,1,7.5,5,3,4,4,87.78,Muy alta,Listo para vender
2026/08/14 1:00:23 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,2,Indispuesto,El costo del servicio,Para nada,Indiferente,Precio accesible,Mejoraría los pagos pendientes porque provoca errores para tomar decisiones con datos.,4,0,2,1,1,2,9.72,Baja,Baja prioridad
2026/08/14 1:00:23 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",5,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Aumente mis ingresos,Mejoraría las ventas diarias porque complica la coordinación para tomar decisiones con datos.,1,7.5,5,3,4,4,87.78,Muy alta,Listo para vender
2026/08/14 1:00:24 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",4,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los pedidos porque se actualiza tarde para responder más rápido.,1,7.5,4,3,4,4,83.61,Muy alta,Listo para vender
2026/08/14 1:00:24 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,2,Indispuesto,No lo considero necesario,Para nada,Indispuesto,Automatice mi negocio,Mejoraría el seguimiento de garantías porque no deja ver el estado real para tener información centralizada.,3,0,2,1,1,1,9.72,Baja,Baja prioridad
2026/08/14 1:00:24 p.m. CST,Muy Bajo,Entre 5 y 10 horas a la semana,"En libretas, folders o agendas físicas",5,Dispuesto,Desconocimiento sobre que opciones existen,Definitivamente,Muy Dispuesto,Automatice mi negocio;Precio accesible;Facilidad de uso,Mejoraría los turnos del equipo porque produce retrasos para ordenar el trabajo.,1,7.5,5,3,4,4,87.78,Muy alta,Listo para vender
2026/08/14 1:00:24 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,2,Indiferente,falta de tiempo para implementar o aprender una nueva herramienta,Inseguro,Indiferente,Automatice mi negocio,Mejoraría los pagos pendientes porque causa olvidos para aumentar la productividad.,4,0,2,2,2,2,20.83,Baja,Interes medio / diagnostico
2026/08/14 1:00:25 p.m. CST,Alto,Menos de 5 horas a la semana,En un software especializado en la nube,3,Indispuesto,El costo del servicio,Interesado,Dispuesto,Automatice mi negocio;Aumente mis ingresos,Mejoraría el seguimiento de clientes porque limita el crecimiento para ahorrar tiempo.,4,2.5,3,1,3,3,33.89,Baja,Interes medio / diagnostico
2026/08/14 1:00:26 p.m. CST,Alto,Menos de 5 horas a la semana,En un software especializado en la nube,2,Muy Dispuesto,No lo considero necesario,Para nada,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría el control de gastos porque no tiene alertas para ahorrar tiempo.,4,2.5,2,4,1,1,24.17,Baja,Baja prioridad
2026/08/14 1:00:27 p.m. CST,Alto,Menos de 5 horas a la semana,En un software especializado en la nube,5,Muy Dispuesto,No lo considero necesario,Interesado,Dispuesto,Precio accesible,Mejoraría los pedidos porque se maneja de forma dispersa para tomar decisiones con datos.,4,2.5,5,4,3,3,58.89,Media,Listo para vender
2026/08/14 1:00:27 p.m. CST,Alto,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Indiferente,No lo considero necesario,Inseguro,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los indicadores porque limita el crecimiento para ordenar el trabajo.,4,12.5,3,2,2,3,47.22,Media,Baja prioridad
2026/08/14 1:00:27 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,3,Indiferente,falta de tiempo para implementar o aprender una nueva herramienta,Inseguro,Dispuesto,Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los reportes porque se pierde información para tener información centralizada.,2,0,3,2,2,3,41.67,Media,Interes medio / diagnostico
2026/08/14 1:00:27 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,5,Muy Dispuesto,El costo del servicio,Para nada,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los contratos porque limita el crecimiento para mejorar el servicio.,4,0,5,4,1,1,33.33,Baja,Sensible al precio
2026/08/14 1:00:28 p.m. CST,Alto,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Inseguro,Indispuesto,Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría las ventas diarias porque requiere mucho trabajo manual para evitar tareas repetidas.,4,12.5,3,4,2,1,47.22,Media,Interes medio / diagnostico
2026/08/14 1:00:28 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,5,Indiferente,No lo considero necesario,Interesado,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los indicadores porque hace difícil encontrar datos para ahorrar tiempo.,4,0,5,2,3,1,33.33,Baja,Baja prioridad
2026/08/14 1:00:28 p.m. CST,Medio,Mas de 10 horas a la semana,En un software especializado en la nube,5,Muy Dispuesto,El costo del servicio,Para nada,Indispuesto,Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los contratos porque limita el crecimiento para tomar decisiones con datos.,3,12.5,5,4,1,1,55.56,Media,Sensible al precio
2026/08/14 1:00:29 p.m. CST,Alto,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Indispuesto,No lo considero necesario,Para nada,Indispuesto,Aumente mis ingresos,Mejoraría los reportes porque quita tiempo al equipo para controlar mejor los costos.,4,2.5,3,1,1,1,11.67,Baja,Baja prioridad
2026/08/14 1:00:30 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,3,Indispuesto,El costo del servicio,Para nada,Dispuesto,Precio accesible;Aumente mis ingresos,Mejoraría los reportes porque requiere revisar varios archivos para tener información centralizada.,3,0,3,1,1,3,25.0,Baja,Baja prioridad
2026/08/14 1:00:30 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,2,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los reportes porque impide medir resultados para ordenar el trabajo.,3,0,2,4,3,1,37.5,Baja,Interes medio / diagnostico
2026/08/14 1:00:31 p.m. CST,Medio,Menos de 5 horas a la semana,En un software especializado en la nube,3,Indiferente,El costo del servicio,Interesado,Indiferente,Automatice mi negocio;Precio accesible;Aumente mis ingresos,Mejoraría las solicitudes internas porque no tiene responsables claros para tomar decisiones con datos.,3,2.5,3,2,3,2,39.44,Baja,Sensible al precio
2026/08/14 1:00:31 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,2,Indiferente,El costo del servicio,Interesado,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los pagos pendientes porque depende de hojas de cálculo para mejorar el servicio.,2,0,2,2,3,1,31.94,Baja,Sensible al precio
2026/08/14 1:00:31 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,3,Indiferente,falta de tiempo para implementar o aprender una nueva herramienta,Inseguro,Indiferente,Automatice mi negocio;Precio accesible,Mejoraría el archivo de documentos porque requiere mucho trabajo manual para ordenar el trabajo.,3,0,3,2,2,2,30.56,Baja,Interes medio / diagnostico
2026/08/14 1:00:31 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,1,Muy Dispuesto,No lo considero necesario,Para nada,Indispuesto,Aumente mis ingresos,Mejoraría las facturas porque impide medir resultados para tomar decisiones con datos.,3,0,1,4,1,1,22.22,Baja,Baja prioridad
2026/08/14 1:00:32 p.m. CST,Bajo,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Indiferente,El costo del servicio,Inseguro,Indispuesto,Precio accesible,Mejoraría el inventario porque requiere revisar varios archivos para responder más rápido.,2,2.5,3,2,2,1,33.89,Baja,Sensible al precio
2026/08/14 1:00:32 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,5,Muy Dispuesto,El costo del servicio,Interesado,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría la planificación semanal porque retrasa las decisiones para tomar decisiones con datos.,4,0,5,4,3,1,44.44,Media,Sensible al precio
2026/08/14 1:00:32 p.m. CST,Bajo,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,2,Indiferente,No lo considero necesario,Para nada,Indiferente,Automatice mi negocio;Facilidad de uso,Mejoraría el seguimiento de garantías porque genera duplicados para ordenar el trabajo.,2,12.5,2,2,1,2,43.06,Media,Baja prioridad
2026/08/14 1:00:32 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,2,Indispuesto,El costo del servicio,Inseguro,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los contratos porque se actualiza tarde para mejorar el servicio.,3,0,2,1,2,1,15.28,Baja,Interes medio / diagnostico
2026/08/14 1:00:32 p.m. CST,Alto,Mas de 10 horas a la semana,En un software especializado en la nube,3,Indiferente,El costo del servicio,Interesado,Indispuesto,Automatice mi negocio,Mejoraría las facturas porque produce retrasos para mejorar el servicio.,4,12.5,3,2,3,1,41.67,Media,Sensible al precio
2026/08/14 1:00:34 p.m. CST,Bajo,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,2,Indiferente,No lo considero necesario,Inseguro,Indiferente,Aumente mis ingresos,Mejoraría el seguimiento de garantías porque genera duplicados para ordenar el trabajo.,2,2.5,2,2,2,2,35.28,Baja,Baja prioridad
2026/08/14 1:00:34 p.m. CST,Alto,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,5,Indispuesto,No lo considero necesario,Interesado,Dispuesto,Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría la planificación semanal porque depende de hojas de cálculo para evitar tareas repetidas.,4,2.5,5,1,3,3,42.22,Media,Baja prioridad
2026/08/14 1:00:34 p.m. CST,Medio,Mas de 10 horas a la semana,En un software especializado en la nube,2,Indiferente,El costo del servicio,Para nada,Indiferente,Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría la atención de consultas porque produce retrasos para tener información centralizada.,3,12.5,2,2,1,2,37.5,Baja,Sensible al precio
2026/08/14 1:00:36 p.m. CST,Bajo,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,5,Indiferente,falta de tiempo para implementar o aprender una nueva herramienta,Para nada,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría el inventario porque se actualiza tarde para reducir errores.,2,2.5,5,2,1,1,36.67,Baja,Interes medio / diagnostico
2026/08/14 1:00:36 p.m. CST,Medio,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Muy Dispuesto,No lo considero necesario,Inseguro,Dispuesto,Precio accesible;Aumente mis ingresos,Mejoraría las entregas porque requiere revisar varios archivos para controlar mejor los costos.,3,2.5,3,4,2,3,50.56,Media,Baja prioridad
2026/08/14 1:00:36 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,3,Indispuesto,El costo del servicio,Interesado,Indispuesto,Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría la atención de consultas porque impide medir resultados para evitar tareas repetidas.,2,0,3,1,3,1,30.56,Baja,Interes medio / diagnostico
2026/08/14 1:00:36 p.m. CST,Medio,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,2,Indispuesto,No lo considero necesario,Para nada,Indiferente,Aumente mis ingresos;Facilidad de uso,Mejoraría las compras porque causa olvidos para evitar tareas repetidas.,3,2.5,2,1,1,2,18.61,Baja,Baja prioridad
2026/08/14 1:00:36 p.m. CST,Bajo,Menos de 5 horas a la semana,En un software especializado en la nube,2,Muy Dispuesto,El costo del servicio,Interesado,Dispuesto,Precio accesible,Mejoraría las solicitudes internas porque se pierde información para aumentar la productividad.,2,2.5,2,4,3,3,57.5,Media,Sensible al precio
2026/08/14 1:00:37 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,5,Indiferente,No lo considero necesario,Interesado,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos,Mejoraría el registro de proveedores porque impide medir resultados para aumentar la productividad.,4,0,5,2,3,3,44.44,Media,Baja prioridad
2026/08/14 1:00:37 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,2,Indispuesto,El costo del servicio,Inseguro,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría las órdenes de trabajo porque dificulta dar seguimiento para mejorar el servicio.,4,0,2,1,2,3,20.83,Baja,Interes medio / diagnostico
2026/08/14 1:00:37 p.m. CST,Bajo,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,2,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Para nada,Dispuesto,Precio accesible;Facilidad de uso,Mejoraría los indicadores porque retrasa las decisiones para evitar tareas repetidas.,2,12.5,2,4,1,3,59.72,Media,Interes medio / diagnostico
2026/08/14 1:00:39 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,5,Muy Dispuesto,No lo considero necesario,Para nada,Indispuesto,Automatice mi negocio,Mejoraría el registro de proveedores porque no tiene responsables claros para tomar decisiones con datos.,2,0,5,4,1,1,44.44,Media,Baja prioridad
2026/08/14 1:00:39 p.m. CST,Bajo,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Indiferente,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Indispuesto,Automatice mi negocio,Mejoraría la comunicación con clientes porque se pierde información para mejorar el servicio.,2,2.5,3,2,3,1,39.44,Baja,Interes medio / diagnostico
2026/08/14 1:00:39 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,1,Indispuesto,No lo considero necesario,Interesado,Indiferente,Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría el inventario porque se pierde información para tener información centralizada.,2,0,1,1,3,2,27.78,Baja,Baja prioridad
2026/08/14 1:00:40 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,1,Indispuesto,El costo del servicio,Interesado,Dispuesto,Precio accesible,Mejoraría la planificación semanal porque hace difícil encontrar datos para evitar tareas repetidas.,3,0,1,1,3,3,27.78,Baja,Interes medio / diagnostico
2026/08/14 1:00:40 p.m. CST,Bajo,Mas de 10 horas a la semana,En un software especializado en la nube,3,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Indispuesto,Automatice mi negocio;Precio accesible;Facilidad de uso,Mejoraría las facturas porque provoca errores para responder más rápido.,2,12.5,3,4,3,1,63.89,Alta,Interes medio / diagnostico
2026/08/14 1:00:41 p.m. CST,Alto,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,1,Indiferente,El costo del servicio,Para nada,Indispuesto,Precio accesible,Mejoraría los reportes porque genera duplicados para reducir errores.,4,2.5,1,2,1,1,8.89,Baja,Sensible al precio
2026/08/14 1:00:41 p.m. CST,Alto,Mas de 10 horas a la semana,En un software especializado en la nube,3,Muy Dispuesto,El costo del servicio,Interesado,Indiferente,Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría la planificación semanal porque no tiene responsables claros para responder más rápido.,4,12.5,3,4,3,2,58.33,Media,Sensible al precio
2026/08/14 1:00:41 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,1,Indiferente,El costo del servicio,Inseguro,Dispuesto,Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los pagos pendientes porque depende de hojas de cálculo para aumentar la productividad.,3,0,1,2,2,3,27.78,Baja,Sensible al precio
2026/08/14 1:00:41 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,5,Muy Dispuesto,No lo considero necesario,Interesado,Indispuesto,Automatice mi negocio;Aumente mis ingresos;Facilidad de uso,Mejoraría los reportes porque se actualiza tarde para ordenar el trabajo.,3,0,5,4,3,1,50.0,Media,Baja prioridad
2026/08/14 1:00:42 p.m. CST,Bajo,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Indispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Indiferente,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría las tareas recurrentes porque complica la coordinación para aumentar la productividad.,2,12.5,3,1,3,2,52.78,Media,Interes medio / diagnostico
2026/08/14 1:00:42 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,5,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Indiferente,Automatice mi negocio,Mejoraría la agenda de citas porque complica la coordinación para ordenar el trabajo.,3,0,5,4,3,2,55.56,Media,Interes medio / diagnostico
2026/08/14 1:00:42 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,3,Indispuesto,El costo del servicio,Inseguro,Indispuesto,Automatice mi negocio,Mejoraría los reportes porque genera duplicados para ordenar el trabajo.,2,0,3,1,2,1,25.0,Baja,Interes medio / diagnostico
