"Timestamp","1- ¿Como describiria el nivel tecnologico con el que opera en su lugar de trabajo?","2- ¿Cuanto tiempo estima que usted o su equipo pierden a la semana realizando tareas repetitivas o que puedan ser automatizada?","3 - ¿Como se almacena actualmente la información importante en su lugar de trabajo (inventario, datos de cliente, ventas diarias)?","4 - ¿Cree que su negocio está perdiendo dinero, clientes o oportunidades de crecimiento debido a falta de organización o lentitud en procesos?","5- ¿Que tan dispuesto estaria a implementar un sistema o programa a la medida que automatice el trabajo pesado para su negocio?","6- ¿Cual considera que son sus principales frenos para automatizar o modernizar los procesos de su empresa?","7- ¿Estaría dispuesto a contar con un equipo tecnológico externo que conozca su negocio y se encargue continuamente del soporte, mantenimiento y mejora de sus sistemas?","8- ¿Qué tan dispuesto(a) estaría a aprender y utilizar nuevas tecnologías que puedan ayudarle a ahorrar tiempo, reducir costos y mejorar la gestión de su negocio?","9- ¿Qué sería lo más importante para usted al momento de decidir implementar una nueva herramienta tecnológica en su negocio?","10- Si pudiera mejorar o automatizar un solo proceso de su negocio hoy, ¿cuál elegiría y qué problema le está causando actualmente?"
"2026/08/14 1:00:20 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","5","Dispuesto","Desconocimiento sobre que opciones existen","Definitivamente","Muy Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las tareas recurrentes porque limita el crecimiento para ahorrar tiempo."
"2026/08/14 1:00:21 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","5","Dispuesto","Desconocimiento sobre que opciones existen","Definitivamente","Muy Dispuesto","Precio accesible;Aumente mis ingresos","Mejoraría las órdenes de trabajo porque complica la coordinación para tener información centralizada."
"2026/08/14 1:00:21 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","4","Dispuesto","Desconocimiento sobre que opciones existen","Definitivamente","Muy Dispuesto","Aumente mis ingresos","Mejoraría las solicitudes internas porque quita tiempo al equipo para ordenar el trabajo."
"2026/08/14 1:00:22 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","4","Dispuesto","Desconocimiento sobre que opciones existen","Definitivamente","Muy Dispuesto","Aumente mis ingresos;Facilidad de uso","Mejoraría los indicadores porque provoca errores para ahorrar tiempo."
"2026/08/14 1:00:22 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","3","Dispuesto","Desconocimiento sobre que opciones existen","Definitivamente","Muy Dispuesto","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el seguimiento de clientes porque impide medir resultados para responder más rápido."
"2026/08/14 1:00:23 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","4","Dispuesto","Desconocimiento sobre que opciones existen","Definitivamente","Muy Dispuesto","Facilidad de uso","Mejoraría la agenda de citas porque no tiene alertas para tomar decisiones con datos."
"2026/08/14 1:00:23 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","4","Dispuesto","Desconocimiento sobre que opciones existen","Definitivamente","Muy Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la comunicación con clientes porque complica la coordinación para ordenar el trabajo."
"2026/08/14 1:00:23 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","5","Dispuesto","Desconocimiento sobre que opciones existen","Definitivamente","Muy Dispuesto","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría el control de caja porque se pierde información para tener información centralizada."
"2026/08/14 1:00:23 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","2","Indispuesto","El costo del servicio","Para nada","Indiferente","Precio accesible","Mejoraría los pagos pendientes porque provoca errores para tomar decisiones con datos."
"2026/08/14 1:00:23 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","5","Dispuesto","Desconocimiento sobre que opciones existen","Definitivamente","Muy Dispuesto","Aumente mis ingresos","Mejoraría las ventas diarias porque complica la coordinación para tomar decisiones con datos."
"2026/08/14 1:00:24 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","4","Dispuesto","Desconocimiento sobre que opciones existen","Definitivamente","Muy Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los pedidos porque se actualiza tarde para responder más rápido."
"2026/08/14 1:00:24 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","2","Indispuesto","No lo considero necesario","Para nada","Indispuesto","Automatice mi negocio","Mejoraría el seguimiento de garantías porque no deja ver el estado real para tener información centralizada."
"2026/08/14 1:00:24 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","5","Dispuesto","Desconocimiento sobre que opciones existen","Definitivamente","Muy Dispuesto","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría los turnos del equipo porque produce retrasos para ordenar el trabajo."
"2026/08/14 1:00:24 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","2","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Indiferente","Automatice mi negocio","Mejoraría los pagos pendientes porque causa olvidos para aumentar la productividad."
"2026/08/14 1:00:25 p.m. CST","Alto","Menos de 5 horas a la semana","En un software especializado en la nube","3","Indispuesto","El costo del servicio","Interesado","Dispuesto","Automatice mi negocio;Aumente mis ingresos","Mejoraría el seguimiento de clientes porque limita el crecimiento para ahorrar tiempo."
"2026/08/14 1:00:26 p.m. CST","Alto","Menos de 5 horas a la semana","En un software especializado en la nube","2","Muy Dispuesto","No lo considero necesario","Para nada","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el control de gastos porque no tiene alertas para ahorrar tiempo."
"2026/08/14 1:00:27 p.m. CST","Alto","Menos de 5 horas a la semana","En un software especializado en la nube","5","Muy Dispuesto","No lo considero necesario","Interesado","Dispuesto","Precio accesible","Mejoraría los pedidos porque se maneja de forma dispersa para tomar decisiones con datos."
"2026/08/14 1:00:27 p.m. CST","Alto","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Indiferente","No lo considero necesario","Inseguro","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los indicadores porque limita el crecimiento para ordenar el trabajo."
"2026/08/14 1:00:27 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","3","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Dispuesto","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los reportes porque se pierde información para tener información centralizada."
"2026/08/14 1:00:27 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","5","Muy Dispuesto","El costo del servicio","Para nada","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los contratos porque limita el crecimiento para mejorar el servicio."
"2026/08/14 1:00:28 p.m. CST","Alto","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Indispuesto","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las ventas diarias porque requiere mucho trabajo manual para evitar tareas repetidas."
"2026/08/14 1:00:28 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","5","Indiferente","No lo considero necesario","Interesado","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los indicadores porque hace difícil encontrar datos para ahorrar tiempo."
"2026/08/14 1:00:28 p.m. CST","Medio","Mas de 10 horas a la semana","En un software especializado en la nube","5","Muy Dispuesto","El costo del servicio","Para nada","Indispuesto","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los contratos porque limita el crecimiento para tomar decisiones con datos."
"2026/08/14 1:00:29 p.m. CST","Alto","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Indispuesto","No lo considero necesario","Para nada","Indispuesto","Aumente mis ingresos","Mejoraría los reportes porque quita tiempo al equipo para controlar mejor los costos."
"2026/08/14 1:00:30 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","3","Indispuesto","El costo del servicio","Para nada","Dispuesto","Precio accesible;Aumente mis ingresos","Mejoraría los reportes porque requiere revisar varios archivos para tener información centralizada."
"2026/08/14 1:00:30 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","2","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los reportes porque impide medir resultados para ordenar el trabajo."
"2026/08/14 1:00:31 p.m. CST","Medio","Menos de 5 horas a la semana","En un software especializado en la nube","3","Indiferente","El costo del servicio","Interesado","Indiferente","Automatice mi negocio;Precio accesible;Aumente mis ingresos","Mejoraría las solicitudes internas porque no tiene responsables claros para tomar decisiones con datos."
"2026/08/14 1:00:31 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","2","Indiferente","El costo del servicio","Interesado","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los pagos pendientes porque depende de hojas de cálculo para mejorar el servicio."
"2026/08/14 1:00:31 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","3","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Indiferente","Automatice mi negocio;Precio accesible","Mejoraría el archivo de documentos porque requiere mucho trabajo manual para ordenar el trabajo."
"2026/08/14 1:00:31 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","1","Muy Dispuesto","No lo considero necesario","Para nada","Indispuesto","Aumente mis ingresos","Mejoraría las facturas porque impide medir resultados para tomar decisiones con datos."
"2026/08/14 1:00:32 p.m. CST","Bajo","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Indiferente","El costo del servicio","Inseguro","Indispuesto","Precio accesible","Mejoraría el inventario porque requiere revisar varios archivos para responder más rápido."
"2026/08/14 1:00:32 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","5","Muy Dispuesto","El costo del servicio","Interesado","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la planificación semanal porque retrasa las decisiones para tomar decisiones con datos."
"2026/08/14 1:00:32 p.m. CST","Bajo","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","2","Indiferente","No lo considero necesario","Para nada","Indiferente","Automatice mi negocio;Facilidad de uso","Mejoraría el seguimiento de garantías porque genera duplicados para ordenar el trabajo."
"2026/08/14 1:00:32 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","2","Indispuesto","El costo del servicio","Inseguro","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los contratos porque se actualiza tarde para mejorar el servicio."
"2026/08/14 1:00:32 p.m. CST","Alto","Mas de 10 horas a la semana","En un software especializado en la nube","3","Indiferente","El costo del servicio","Interesado","Indispuesto","Automatice mi negocio","Mejoraría las facturas porque produce retrasos para mejorar el servicio."
"2026/08/14 1:00:34 p.m. CST","Bajo","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","2","Indiferente","No lo considero necesario","Inseguro","Indiferente","Aumente mis ingresos","Mejoraría el seguimiento de garantías porque genera duplicados para ordenar el trabajo."
"2026/08/14 1:00:34 p.m. CST","Alto","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Indispuesto","No lo considero necesario","Interesado","Dispuesto","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la planificación semanal porque depende de hojas de cálculo para evitar tareas repetidas."
"2026/08/14 1:00:34 p.m. CST","Medio","Mas de 10 horas a la semana","En un software especializado en la nube","2","Indiferente","El costo del servicio","Para nada","Indiferente","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la atención de consultas porque produce retrasos para tener información centralizada."
"2026/08/14 1:00:36 p.m. CST","Bajo","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el inventario porque se actualiza tarde para reducir errores."
"2026/08/14 1:00:36 p.m. CST","Medio","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Muy Dispuesto","No lo considero necesario","Inseguro","Dispuesto","Precio accesible;Aumente mis ingresos","Mejoraría las entregas porque requiere revisar varios archivos para controlar mejor los costos."
"2026/08/14 1:00:36 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","3","Indispuesto","El costo del servicio","Interesado","Indispuesto","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la atención de consultas porque impide medir resultados para evitar tareas repetidas."
"2026/08/14 1:00:36 p.m. CST","Medio","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","2","Indispuesto","No lo considero necesario","Para nada","Indiferente","Aumente mis ingresos;Facilidad de uso","Mejoraría las compras porque causa olvidos para evitar tareas repetidas."
"2026/08/14 1:00:36 p.m. CST","Bajo","Menos de 5 horas a la semana","En un software especializado en la nube","2","Muy Dispuesto","El costo del servicio","Interesado","Dispuesto","Precio accesible","Mejoraría las solicitudes internas porque se pierde información para aumentar la productividad."
"2026/08/14 1:00:37 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","5","Indiferente","No lo considero necesario","Interesado","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos","Mejoraría el registro de proveedores porque impide medir resultados para aumentar la productividad."
"2026/08/14 1:00:37 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","2","Indispuesto","El costo del servicio","Inseguro","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las órdenes de trabajo porque dificulta dar seguimiento para mejorar el servicio."
"2026/08/14 1:00:37 p.m. CST","Bajo","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","2","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Dispuesto","Precio accesible;Facilidad de uso","Mejoraría los indicadores porque retrasa las decisiones para evitar tareas repetidas."
"2026/08/14 1:00:39 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","5","Muy Dispuesto","No lo considero necesario","Para nada","Indispuesto","Automatice mi negocio","Mejoraría el registro de proveedores porque no tiene responsables claros para tomar decisiones con datos."
"2026/08/14 1:00:39 p.m. CST","Bajo","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indispuesto","Automatice mi negocio","Mejoraría la comunicación con clientes porque se pierde información para mejorar el servicio."
"2026/08/14 1:00:39 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","1","Indispuesto","No lo considero necesario","Interesado","Indiferente","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el inventario porque se pierde información para tener información centralizada."
"2026/08/14 1:00:40 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","1","Indispuesto","El costo del servicio","Interesado","Dispuesto","Precio accesible","Mejoraría la planificación semanal porque hace difícil encontrar datos para evitar tareas repetidas."
"2026/08/14 1:00:40 p.m. CST","Bajo","Mas de 10 horas a la semana","En un software especializado en la nube","3","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indispuesto","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría las facturas porque provoca errores para responder más rápido."
"2026/08/14 1:00:41 p.m. CST","Alto","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Indiferente","El costo del servicio","Para nada","Indispuesto","Precio accesible","Mejoraría los reportes porque genera duplicados para reducir errores."
"2026/08/14 1:00:41 p.m. CST","Alto","Mas de 10 horas a la semana","En un software especializado en la nube","3","Muy Dispuesto","El costo del servicio","Interesado","Indiferente","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la planificación semanal porque no tiene responsables claros para responder más rápido."
"2026/08/14 1:00:41 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","1","Indiferente","El costo del servicio","Inseguro","Dispuesto","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los pagos pendientes porque depende de hojas de cálculo para aumentar la productividad."
"2026/08/14 1:00:41 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","5","Muy Dispuesto","No lo considero necesario","Interesado","Indispuesto","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría los reportes porque se actualiza tarde para ordenar el trabajo."
"2026/08/14 1:00:42 p.m. CST","Bajo","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Indispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indiferente","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las tareas recurrentes porque complica la coordinación para aumentar la productividad."
"2026/08/14 1:00:42 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","5","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indiferente","Automatice mi negocio","Mejoraría la agenda de citas porque complica la coordinación para ordenar el trabajo."
"2026/08/14 1:00:42 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","3","Indispuesto","El costo del servicio","Inseguro","Indispuesto","Automatice mi negocio","Mejoraría los reportes porque genera duplicados para ordenar el trabajo."
"2026/08/14 1:00:44 p.m. CST","Bajo","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Indiferente","No lo considero necesario","Inseguro","Indiferente","Precio accesible;Aumente mis ingresos","Mejoraría el registro de proveedores porque se maneja de forma dispersa para mejorar el servicio."
"2026/08/14 1:00:44 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","2","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Indispuesto","Automatice mi negocio;Aumente mis ingresos","Mejoraría los pedidos porque dificulta dar seguimiento para mejorar el servicio."
"2026/08/14 1:00:44 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","5","Muy Dispuesto","No lo considero necesario","Para nada","Dispuesto","Automatice mi negocio","Mejoraría los reportes porque no tiene responsables claros para evitar tareas repetidas."
"2026/08/14 1:00:44 p.m. CST","Bajo","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Indispuesto","No lo considero necesario","Interesado","Indispuesto","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría el archivo de documentos porque no deja ver el estado real para ahorrar tiempo."
"2026/08/14 1:00:45 p.m. CST","Alto","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Indispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las órdenes de trabajo porque causa olvidos para tomar decisiones con datos."
"2026/08/14 1:00:45 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","1","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indiferente","Precio accesible","Mejoraría el seguimiento de clientes porque se maneja de forma dispersa para evitar tareas repetidas."
"2026/08/14 1:00:46 p.m. CST","Bajo","Mas de 10 horas a la semana","En un software especializado en la nube","2","Indiferente","El costo del servicio","Para nada","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la comunicación con clientes porque hace difícil encontrar datos para ordenar el trabajo."
"2026/08/14 1:00:46 p.m. CST","Alto","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Muy Dispuesto","El costo del servicio","Para nada","Indiferente","Precio accesible","Mejoraría el seguimiento de garantías porque no tiene alertas para responder más rápido."
"2026/08/14 1:00:46 p.m. CST","Alto","Menos de 5 horas a la semana","En un software especializado en la nube","1","Muy Dispuesto","No lo considero necesario","Para nada","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos","Mejoraría el seguimiento de clientes porque requiere mucho trabajo manual para responder más rápido."
"2026/08/14 1:00:47 p.m. CST","Bajo","Mas de 10 horas a la semana","En un software especializado en la nube","3","Indispuesto","El costo del servicio","Interesado","Dispuesto","Precio accesible","Mejoraría las tareas recurrentes porque no tiene alertas para aumentar la productividad."
"2026/08/14 1:00:48 p.m. CST","Bajo","Mas de 10 horas a la semana","En un software especializado en la nube","1","Muy Dispuesto","No lo considero necesario","Interesado","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos","Mejoraría el seguimiento de garantías porque genera duplicados para controlar mejor los costos."
"2026/08/14 1:00:48 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","1","Indiferente","El costo del servicio","Interesado","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el seguimiento de garantías porque se maneja de forma dispersa para responder más rápido."
"2026/08/14 1:00:48 p.m. CST","Medio","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Indiferente","Automatice mi negocio;Facilidad de uso","Mejoraría el registro de proveedores porque se pierde información para tener información centralizada."
"2026/08/14 1:00:49 p.m. CST","Bajo","Mas de 10 horas a la semana","En un software especializado en la nube","5","Indiferente","El costo del servicio","Interesado","Indiferente","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los turnos del equipo porque dificulta dar seguimiento para responder más rápido."
"2026/08/14 1:00:49 p.m. CST","Medio","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la agenda de citas porque hace difícil encontrar datos para tener información centralizada."
"2026/08/14 1:00:49 p.m. CST","Medio","Menos de 5 horas a la semana","En un software especializado en la nube","3","Indiferente","No lo considero necesario","Interesado","Dispuesto","Facilidad de uso","Mejoraría los indicadores porque se maneja de forma dispersa para ordenar el trabajo."
"2026/08/14 1:00:50 p.m. CST","Medio","Mas de 10 horas a la semana","En un software especializado en la nube","2","Indiferente","No lo considero necesario","Inseguro","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el seguimiento de garantías porque se pierde información para responder más rápido."
"2026/08/14 1:00:50 p.m. CST","Alto","Mas de 10 horas a la semana","En un software especializado en la nube","5","Indiferente","No lo considero necesario","Para nada","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la planificación semanal porque no tiene responsables claros para responder más rápido."
"2026/08/14 1:00:50 p.m. CST","Medio","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Indispuesto","No lo considero necesario","Para nada","Dispuesto","Automatice mi negocio","Mejoraría los pagos pendientes porque se maneja de forma dispersa para responder más rápido."
"2026/08/14 1:00:50 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","3","Indispuesto","No lo considero necesario","Para nada","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos","Mejoraría las tareas recurrentes porque retrasa las decisiones para tomar decisiones con datos."
"2026/08/14 1:00:51 p.m. CST","Alto","Mas de 10 horas a la semana","En un software especializado en la nube","3","Indispuesto","El costo del servicio","Inseguro","Indiferente","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría el seguimiento de garantías porque requiere mucho trabajo manual para reducir errores."
"2026/08/14 1:00:52 p.m. CST","Bajo","Menos de 5 horas a la semana","En un software especializado en la nube","5","Muy Dispuesto","El costo del servicio","Para nada","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el control de gastos porque retrasa las decisiones para ahorrar tiempo."
"2026/08/14 1:00:53 p.m. CST","Medio","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","2","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Dispuesto","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría las solicitudes internas porque depende de hojas de cálculo para responder más rápido."
"2026/08/14 1:00:53 p.m. CST","Alto","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Muy Dispuesto","El costo del servicio","Interesado","Indiferente","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los contratos porque depende de hojas de cálculo para tomar decisiones con datos."
"2026/08/14 1:00:53 p.m. CST","Medio","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indiferente","Automatice mi negocio;Precio accesible;Aumente mis ingresos","Mejoraría el control de gastos porque no tiene alertas para responder más rápido."
"2026/08/14 1:00:54 p.m. CST","Alto","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indiferente","Automatice mi negocio;Precio accesible","Mejoraría las compras porque complica la coordinación para ordenar el trabajo."
"2026/08/14 1:00:54 p.m. CST","Medio","Menos de 5 horas a la semana","En un software especializado en la nube","3","Indispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Dispuesto","Precio accesible;Facilidad de uso","Mejoraría la planificación semanal porque quita tiempo al equipo para tener información centralizada."
"2026/08/14 1:00:54 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","5","Indiferente","No lo considero necesario","Para nada","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las cotizaciones porque complica la coordinación para tener información centralizada."
"2026/08/14 1:00:55 p.m. CST","Medio","Mas de 10 horas a la semana","En un software especializado en la nube","5","Indiferente","No lo considero necesario","Inseguro","Indispuesto","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría el control de gastos porque limita el crecimiento para mejorar el servicio."
"2026/08/14 1:00:55 p.m. CST","Alto","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Indispuesto","No lo considero necesario","Interesado","Dispuesto","Automatice mi negocio","Mejoraría el control de gastos porque limita el crecimiento para responder más rápido."
